"","Connecting Tubule","Distal Convoluted Tubule","Endothelial Cell","Intercalated Cells Type A","Intercalated Cells Type B","Leukocyte","Mesangial Cells","Principal Cells","Proximal Tubule","Thick Ascending Limb"
"0",0.0105637639782572,0.752652498169509,9.11601554769844e-05,0.0500152487198846,0.0778475971087515,9.11601554769846e-05,9.11601554769848e-05,9.11601554769784e-05,0.0707251160950213,0.0378311353066686
"1",0.000308081169249499,0.473803299922808,0.000308081169249472,0.0468086769936451,0.126257534242255,0.000308081169249501,0.000308081169249506,0.000308081169249505,0.171444094489741,0.180145988505303
"2",8.64941384050107e-05,0.190007398296031,8.64941384050917e-05,8.6494138405125e-05,8.64941384050809e-05,8.64941384051041e-05,8.64941384051014e-05,8.64941384051212e-05,0.707344071075738,0.102043071659395
"3",0.258103610483705,0.527614705289776,0.000142635562524043,0.000142635558471259,0.000142635562524071,0.000142635562524076,0.000142635562524072,0.000142635562524075,0.000142635562524037,0.213283235292903
"4",9.26236476078771e-05,0.894196862020634,9.26236476078575e-05,9.26236503139432e-05,9.26236476078766e-05,9.26236476078887e-05,9.26236476078821e-05,9.2623647607876e-05,0.105062148795782,9.26236476224591e-05
"5",0.000187359294213138,0.315911000411146,0.000187359294213148,0.414312119083761,0.197831482989008,0.000187359294213156,0.000187359294213145,0.000187359294213137,0.000187359294213144,0.0708212417508055
"6",0.00019711944239197,0.203072682692501,0.00019711944239197,0.241335891668801,0.358661151306716,0.000197119442391989,0.00019711944239197,0.000197119442391985,0.195747557678261,0.000197119441761018
"7",9.23524700838782e-05,0.594821017004702,9.23524700839092e-05,9.23524700838975e-05,9.23524700838828e-05,9.23524700838873e-05,9.23524700838825e-05,9.23524700838824e-05,0.404440163234417,9.23524702935556e-05
"8",7.95890386310005e-05,7.95890386310257e-05,0.64081763053853,7.95890409232709e-05,7.95890386310263e-05,7.95890386310168e-05,0.031350147556875,7.95890386310348e-05,0.327275098631705,7.95890388117264e-05
"9",0.000271040853604376,0.274841197437145,0.000271040853604391,0.149811197998407,0.196717057381709,0.000271040853604397,0.000271040853604389,0.000271040853604388,0.210733049702932,0.166542293211785
"10",0.260877017830626,0.0868528763719448,0.00021405973488063,0.430223059318227,0.220762688076342,0.000214059734880619,0.000214059734880626,0.000214059734880637,0.000214059734880637,0.000214059728456782
"11",0.00420222193091187,0.752692425748445,8.82460165386471e-05,8.82460165386302e-05,8.82460165386453e-05,8.82460165386385e-05,8.8246016538647e-05,8.82460165386429e-05,0.242487630202259,8.82460191530393e-05
"12",0.0661489846246477,0.928798487290658,9.97108412946458e-05,9.97108406867463e-05,9.97108412946421e-05,9.97108412946339e-05,9.97108412946568e-05,0.00435455219623919,9.97108412946332e-05,9.97108412948255e-05
"13",0.000139522490953662,0.70795766721084,0.00013952249095366,0.117286928827752,0.0805615668279238,0.000139522490953638,0.0933567021908802,0.000139522490953654,0.000139522490953648,0.000139522487835333
